ID,centro,Rotacion,Edad,Hijos,año_contrato,Contrato_Contrato Temporal,Contrato_Indeterminado,Funcion_Go-Electric,Funcion_Portavoz,Funcion_Representante Sindical,Funcion_Trabajador,Genero_Femenino,Genero_Masculino,Turno_R6D__01,Turno_RG1_2T,Turno_RG1_3T,Turno_RG2_2T,Turno_RG2_3T,Turno_RG3_3T,Turno_T_CENT,Areas_M/G-5M23,Areas_M/G-5M24,Areas_M/G-5M41,Areas_M/G-5M7,Year,Month,Day,Week Day,Evento
401344,6334460,True,34,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
401357,6334460,True,49,1,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
401403,6334460,True,31,2,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
401426,6334460,True,36,1,2030,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
401503,6334460,True,34,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
401677,6334460,True,52,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
401678,6334460,True,40,2,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
401679,6334460,True,39,0,2030,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
402412,6334460,True,47,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
402421,6334460,True,44,2,2030,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
402424,6334460,True,32,1,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
402606,6334460,True,37,0,2030,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
402637,6334460,True,38,1,2030,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
402973,6334460,True,34,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
403071,6334460,True,44,3,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
403127,6334460,True,50,0,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
403147,6334460,True,41,0,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
403243,6334460,True,34,2,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
403244,6334460,True,34,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
403245,6334460,True,37,1,2030,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
403249,6334460,True,56,3,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
403607,6334460,True,54,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
403609,6334460,True,38,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,2024,11,6,2,True
403817,6334460,True,41,4,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
403910,6334460,True,37,3,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
404091,6334460,True,36,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
404104,6334460,True,41,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
404300,6334460,True,34,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
404343,6334460,True,41,3,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
404346,6334460,True,39,3,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
404418,6334460,True,38,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
404451,6334460,True,43,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
404453,6334460,True,48,2,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
404524,6334460,True,39,2,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
404568,6334460,True,38,3,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
404569,6334460,True,39,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
404570,6334460,True,47,3,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
404605,6334460,True,34,0,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
405107,6334460,True,34,2,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
405491,6334460,True,36,2,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
405581,6334460,True,39,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
405582,6334460,True,52,0,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
405606,6334460,True,41,3,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
405679,6334460,True,54,2,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
405681,6334460,True,29,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
405766,6334460,True,35,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
405768,6334460,True,33,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
405770,6334460,True,29,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
405771,6334460,True,36,0,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
405835,6334460,True,45,1,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
405842,6334460,True,38,2,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
405895,6334460,True,35,2,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
405897,6334460,True,30,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
405898,6334460,True,43,3,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
405997,6334460,True,38,1,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
406030,6334460,True,42,1,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
406036,6334460,True,27,0,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
406043,6334460,True,30,1,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
406044,6334460,True,34,0,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
406114,6334460,True,28,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
406141,6334460,True,37,2,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
406144,6334460,True,31,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
406147,6334460,True,40,2,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
406149,6334460,True,49,3,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
406153,6334460,True,41,3,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
406189,6334460,True,38,2,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
406193,6334460,True,36,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
406197,6334460,True,52,2,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
406198,6334460,True,42,3,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
406308,6334460,True,49,2,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
406310,6334460,True,37,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
406312,6334460,True,34,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
406313,6334460,True,34,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
406316,6334460,True,40,3,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
406409,6334460,True,41,0,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
406410,6334460,True,35,0,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
406522,6334460,True,40,0,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
406981,6334460,False,45,2,2025,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
407488,6334460,True,33,2,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
410024,6334460,False,32,1,2025,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
410158,6334460,False,28,1,2025,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
410172,6334460,False,28,1,2025,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
410418,6334460,True,26,0,2030,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
411084,6334460,False,20,0,2024,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
411379,6334460,False,36,1,2024,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
411437,6334460,False,36,2,2024,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
412101,6334460,False,24,0,2025,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
412106,6334460,False,29,0,2025,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
412109,6334460,False,27,1,2025,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
412110,6334460,False,27,1,2025,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,11,6,2,True
412128,6334460,False,33,2,2025,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
401345,6334460,True,37,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
401358,6334460,True,33,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
401379,6334460,True,44,0,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,11,6,2,True
401399,6334460,True,45,3,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,11,6,2,True
